session_id,timestamp,avg_buffer,min_buffer,max_buffer,focus_time,attention_time,avg_kpm,mouse_activity,pause_count,app_switches,session_duration,hour_of_day,day_of_week,session_mode_is_standard,is_synthetic,focus_score
d87df931-d8d0-4d0e-bd43-b7341f3839f6,1781979656172,27.45,13.32,63.45,404.8,171.96,6.91,309,7,21,1231,23,6,0,1,27
739d8bc4-e016-4014-8183-da7750674092,1781991399172,20.0,10.74,79.4,351.21,247.72,3.53,409,6,7,782,3,0,0,1,33
6f79a26a-1464-479a-8451-fab88803016e,1782008487172,21.57,11.57,60.93,298.89,136.13,2.92,311,4,7,859,7,0,0,1,35
0d256fc5-45ed-4f92-b559-e196d3087191,1782013311172,32.0,9.96,62.38,748.03,755.44,2.4,678,3,23,2064,9,0,0,1,36
23a6fcfd-5aaa-4acf-a77f-7473f9dace55,1782018839172,33.14,11.05,66.55,867.5,599.7,6.17,836,7,31,2075,10,0,1,1,30
8f14042a-4a21-4a99-9f7f-ff46c1dfabdb,1782118952172,37.79,14.94,65.71,566.97,388.41,4.05,773,4,25,1550,14,1,0,1,15
c4d871b5-a052-4920-90df-20755c69e8e8,1782161438172,31.82,4.22,46.63,496.57,328.4,3.48,644,3,21,1623,2,2,0,1,22
7cb00d76-536b-4c3b-ba93-22722b649222,1782176866172,35.73,5.44,73.31,514.88,529.4,1.78,313,6,22,1497,6,2,1,1,36
e5b58d01-e465-419f-93f7-043dc4a13919,1782186840172,23.79,8.63,80.72,505.63,553.48,5.34,664,3,22,1772,9,2,0,1,23
89c56edb-fa84-4193-83cc-649c12a665b7,1782230111172,25.51,13.15,66.41,232.49,229.98,4.17,351,3,6,652,21,2,1,1,42
443f85d4-6d6f-42da-8200-94a5e3ed958c,1782239687172,33.3,12.86,70.75,276.49,216.53,7.02,355,4,8,718,0,3,0,1,22
4d4c8a9f-6ee2-4e53-9683-22f3ed114bd4,1782256572172,32.61,16.2,55.09,294.0,395.86,5.15,555,3,16,1264,4,3,0,1,27
b1a78ba5-f61a-483f-9726-3a708b4f033a,1782273877172,29.61,9.59,51.85,408.16,525.99,5.06,543,6,12,1215,9,3,1,1,33
8f451012-9120-4d67-b3c4-44f6fe6cb803,1782314086172,34.03,6.02,68.15,843.66,594.08,3.89,443,6,32,1822,20,3,1,1,37
d3046e0f-49d4-42b0-9119-fbbac04eaf8a,1782319620172,26.61,11.32,69.96,576.22,630.28,5.11,1084,7,32,2192,22,3,1,1,31
2ac7abad-ef1e-486e-9c1a-424d9f3eaa37,1782328446172,20.0,16.13,53.61,727.34,587.91,6.77,450,3,31,2213,0,4,1,1,26
503bccb4-c90e-49f8-96f3-3c9998c45db3,1782404365172,28.56,6.71,75.54,213.15,321.27,8.15,281,6,11,753,21,4,1,1,22
2d84068f-a21a-46fd-80e7-2e5e45f083dd,1782470423172,33.84,14.22,68.71,309.47,292.05,1.0,276,5,11,786,16,5,0,1,26
c90802ee-e8f4-446e-aa5d-112c810572b7,1782487223172,23.26,9.97,69.92,341.4,1047.03,2.81,1021,5,27,2276,20,5,0,1,25
1ab82950-1e8d-4d5c-9c30-9249265d4dca,1782535662172,27.89,13.16,49.24,691.11,333.09,7.19,686,5,15,1640,10,6,1,1,32
2f4806a4-3892-406b-ae25-de604344d52f,1782541140172,26.81,16.73,60.78,260.17,579.56,7.78,470,7,20,1332,11,6,1,1,28
61781217-0239-4bf2-b120-3d07ae4a2d19,1782646631172,40.52,7.86,53.65,422.52,266.11,1.91,413,3,14,1151,17,0,0,1,34
50bf2be6-3d1f-4196-a34d-976efd8478dd,1782670178172,29.81,7.39,74.71,463.7,528.71,3.19,535,6,14,1306,23,0,0,1,29
